%eval_id interface pd             po             fa             Qp             Tp             Bw             Bd             Tc             Wbc            Wac            Dbc            Dac            
1544     bat        0.0001375      0.34           0.6505         2.35957        0.0791         5.8903         15.56          0.03882        0.4976         0.6267         0.4976         15.56          
1545     bat        0.0001416666667 0.34           0.6505         2.35892        0.0791         5.89           15.56          0.03882        0.4993         0.6285         0.4993         15.56          
1546     bat        0.0001458333333 0.34           0.6505         2.35972        0.0791         5.8903         15.56          0.03882        0.5011         0.6283         0.5011         15.56          
1547     bat        0.00015        0.34           0.6505         2.36051        0.0791         5.8906         15.56          0.03882        0.5028         0.6281         0.5028         15.56          
1548     bat        0.0001         0.35           0.6505         2.34985        0.08049        5.8748         15.56          0.04021        0.4985         0.6176         0.4985         15.56          
1549     bat        0.0001041666667 0.35           0.6505         2.3505         0.08049        5.875          15.56          0.04021        0.5007         0.6181         0.5007         15.56          
1550     bat        0.0001083333333 0.35           0.6505         2.35114        0.08049        5.8752         15.56          0.04021        0.5029         0.6184         0.5029         15.56          
1551     bat        0.0001125      0.35           0.6505         2.35177        0.08049        5.8754         15.56          0.04021        0.505          0.6187         0.505          15.56          
1552     bat        0.0001166666667 0.35           0.6505         2.3524         0.08049        5.8756         15.56          0.04021        0.5071         0.6189         0.5071         15.56          
1553     bat        0.0001208333333 0.35           0.6505         2.35302        0.08049        5.8759         15.56          0.03882        0.4901         0.5546         0.4901         15.56          
1554     bat        0.000125       0.35           0.6505         2.35363        0.08049        5.8761         15.56          0.03882        0.4921         0.6192         0.4921         15.56          
1555     bat        0.0001291666667 0.35           0.6505         2.35423        0.08049        5.8764         15.56          0.03882        0.4939         0.6192         0.4939         15.56          
1556     bat        0.0001333333333 0.35           0.6505         2.35482        0.08049        5.8766         15.56          0.03882        0.4958         0.6192         0.4958         15.56          
1557     bat        0.0001375      0.35           0.6505         2.35552        0.0791         5.8769         15.56          0.03882        0.4976         0.6191         0.4976         15.56          
1558     bat        0.0001416666667 0.35           0.6505         2.35641        0.0791         5.8772         15.56          0.03882        0.4993         0.6189         0.4993         15.56          
1559     bat        0.0001458333333 0.35           0.6505         2.35728        0.0791         5.8775         15.56          0.03882        0.5011         0.6187         0.5011         15.56          
1560     bat        0.00015        0.35           0.6505         2.35813        0.0791         5.8777         15.56          0.03882        0.5028         0.6185         0.5028         15.56          
1561     bat        0.0001         0.36           0.6505         2.34613        0.08187        5.8613         15.56          0.04021        0.4985         0.6095         0.4985         15.56          
1562     bat        0.0001041666667 0.36           0.6505         2.34789        0.08049        5.862          15.56          0.04021        0.5007         0.6081         0.5007         15.56          
1563     bat        0.0001083333333 0.36           0.6505         2.3486         0.08049        5.8622         15.56          0.04021        0.5029         0.6085         0.5029         15.56          
1564     bat        0.0001125      0.36           0.6505         2.3493         0.08049        5.8624         15.56          0.04021        0.505          0.6088         0.505          15.56          
1565     bat        0.0001166666667 0.36           0.6505         2.34998        0.08049        5.8626         15.56          0.04021        0.5071         0.609          0.5071         15.56          
1566     bat        0.0001208333333 0.36           0.6505         2.35067        0.08049        5.8629         15.56          0.04021        0.5092         0.6092         0.5092         15.56          
1567     bat        0.000125       0.36           0.6505         2.35134        0.08049        5.8631         15.56          0.04021        0.5112         0.6093         0.5112         15.56          
1568     bat        0.0001291666667 0.36           0.6505         2.352          0.08049        5.8634         15.56          0.03882        0.4939         0.5467         0.4939         15.56          
1569     bat        0.0001333333333 0.36           0.6505         2.35265        0.08049        5.8636         15.56          0.03882        0.4958         0.6093         0.4958         15.56          
1570     bat        0.0001375      0.36           0.6505         2.35329        0.08049        5.8639         15.56          0.03882        0.4976         0.6092         0.4976         15.56          
1571     bat        0.0001416666667 0.36           0.6505         2.35391        0.08049        5.8642         15.56          0.03882        0.4993         0.6091         0.4993         15.56          
1572     bat        0.0001458333333 0.36           0.6505         2.35472        0.0791         5.8645         15.56          0.03882        0.5011         0.6089         0.5011         15.56          
1573     bat        0.00015        0.36           0.6505         2.35564        0.0791         5.8648         15.56          0.03882        0.5028         0.6087         0.5028         15.56          
1574     bat        0.0001         0.37           0.6505         2.34386        0.08187        5.8482         15.56          0.04021        0.4985         0.5385         0.4985         15.56          
1575     bat        0.0001041666667 0.37           0.6505         2.34432        0.08187        5.8483         15.56          0.04021        0.5007         0.5998         0.5007         15.56          
1576     bat        0.0001083333333 0.37           0.6505         2.34616        0.08187        5.8491         15.56          0.04021        0.5029         0.5983         0.5029         15.56          
1577     bat        0.0001125      0.37           0.6505         2.34669        0.08049        5.8493         15.56          0.04021        0.505          0.5986         0.505          15.56          
1578     bat        0.0001166666667 0.37           0.6505         2.34744        0.08049        5.8496         15.56          0.04021        0.5071         0.5988         0.5071         15.56          
1579     bat        0.0001208333333 0.37           0.6505         2.34819        0.08049        5.8498         15.56          0.04021        0.5092         0.599          0.5092         15.56          
1580     bat        0.000125       0.37           0.6505         2.34892        0.08049        5.85           15.56          0.04021        0.5112         0.5991         0.5112         15.56          
1581     bat        0.0001291666667 0.37           0.6505         2.34965        0.08049        5.8503         15.56          0.04021        0.5132         0.5992         0.5132         15.56          
1582     bat        0.0001333333333 0.37           0.6505         2.35037        0.08049        5.8506         15.56          0.04021        0.5151         0.5992         0.5151         15.56          
1583     bat        0.0001375      0.37           0.6505         2.35106        0.08049        5.8508         15.56          0.03882        0.4976         0.5383         0.4976         15.56          
1584     bat        0.0001416666667 0.37           0.6505         2.35176        0.08049        5.8511         15.56          0.03882        0.4993         0.5991         0.4993         15.56          
1585     bat        0.0001458333333 0.37           0.6505         2.35243        0.08049        5.8514         15.56          0.03882        0.5011         0.5989         0.5011         15.56          
1586     bat        0.00015        0.37           0.6505         2.35308        0.08049        5.8517         15.56          0.03882        0.5028         0.5987         0.5028         15.56          
1587     bat        0.0001         0.38           0.6505         2.34147        0.08187        5.8349         15.56          0.0416         0.517          0.5888         0.517          15.56          
1588     bat        0.0001041666667 0.38           0.6505         2.342          0.08187        5.8351         15.56          0.0416         0.5193         0.5893         0.5193         15.56          
1589     bat        0.0001083333333 0.38           0.6505         2.34252        0.08187        5.8353         15.56          0.04021        0.5029         0.5311         0.5029         15.56          
1590     bat        0.0001125      0.38           0.6505         2.34445        0.08187        5.8361         15.56          0.04021        0.505          0.5882         0.505          15.56          
1591     bat        0.0001166666667 0.38           0.6505         2.34493        0.08187        5.8363         15.56          0.04021        0.5071         0.5885         0.5071         15.56          
1592     bat        0.0001208333333 0.38           0.6505         2.3456         0.08049        5.8366         15.56          0.04021        0.5092         0.5887         0.5092         15.56          
1593     bat        0.000125       0.38           0.6505         2.34639        0.08049        5.8368         15.56          0.04021        0.5112         0.5888         0.5112         15.56          
1594     bat        0.0001291666667 0.38           0.6505         2.34719        0.08049        5.8371         15.56          0.04021        0.5132         0.5889         0.5132         15.56          
1595     bat        0.0001333333333 0.38           0.6505         2.34797        0.08049        5.8374         15.56          0.04021        0.5151         0.5889         0.5151         15.56          
1596     bat        0.0001375      0.38           0.6505         2.34873        0.08049        5.8376         15.56          0.04021        0.517          0.5889         0.517          15.56          
1597     bat        0.0001416666667 0.38           0.6505         2.34948        0.08049        5.8379         15.56          0.04021        0.5188         0.5888         0.5188         15.56          
1598     bat        0.0001458333333 0.38           0.6505         2.35022        0.08049        5.8382         15.56          0.03882        0.5011         0.5295         0.5011         15.56          
1599     bat        0.00015        0.38           0.6505         2.35094        0.08049        5.8385         15.56          0.03882        0.5028         0.5885         0.5028         15.56          
1600     bat        0.0001         0.39           0.6505         2.33737        0.08187        5.821          15.56          0.0416         0.517          0.58           0.517          15.56          
1601     bat        0.0001041666667 0.39           0.6505         2.33957        0.08187        5.8218         15.56          0.0416         0.5193         0.5787         0.5193         15.56          
1602     bat        0.0001083333333 0.39           0.6505         2.34015        0.08187        5.822          15.56          0.0416         0.5216         0.5791         0.5216         15.56          
1603     bat        0.0001125      0.39           0.6505         2.34073        0.08187        5.8222         15.56          0.0416         0.5238         0.5795         0.5238         15.56          
1604     bat        0.0001166666667 0.39           0.6505         2.3413         0.08187        5.8224         15.56          0.0416         0.5241         0.5798         0.5241         15.56          
1605     bat        0.0001208333333 0.39           0.6505         2.34331        0.08187        5.8232         15.56          0.04021        0.5092         0.5781         0.5092         15.56          
1606     bat        0.000125       0.39           0.6505         2.34384        0.08187        5.8235         15.56          0.04021        0.5112         0.5783         0.5112         15.56          
1607     bat        0.0001291666667 0.39           0.6505         2.34462        0.08049        5.8238         15.56          0.04021        0.5132         0.5784         0.5132         15.56          
1608     bat        0.0001333333333 0.39           0.6505         2.34547        0.08049        5.824          15.56          0.04021        0.5151         0.5784         0.5151         15.56          
1609     bat        0.0001375      0.39           0.6505         2.3463         0.08049        5.8243         15.56          0.04021        0.517          0.5784         0.517          15.56          
1610     bat        0.0001416666667 0.39           0.6505         2.34711        0.08049        5.8246         15.56          0.04021        0.5188         0.5784         0.5188         15.56          
1611     bat        0.0001458333333 0.39           0.6505         2.34791        0.08049        5.8249         15.56          0.04021        0.5206         0.5782         0.5206         15.56          
1612     bat        0.00015        0.39           0.6505         2.3487         0.08049        5.8252         15.56          0.04021        0.5224         0.5781         0.5224         15.56          
1613     bat        0.0001         0.4            0.6505         2.33489        0.08326        5.8076         15.56          0.0416         0.517          0.5694         0.517          15.56          
1614     bat        0.0001041666667 0.4            0.6505         2.33547        0.08187        5.8078         15.56          0.0416         0.5193         0.57           0.5193         15.56          
1615     bat        0.0001083333333 0.4            0.6505         2.33777        0.08187        5.8086         15.56          0.0416         0.5216         0.5686         0.5216         15.56          
1616     bat        0.0001125      0.4            0.6505         2.33841        0.08187        5.8088         15.56          0.0416         0.5238         0.569          0.5238         15.56          
1617     bat        0.0001166666667 0.4            0.6505         2.33904        0.08187        5.809          15.56          0.0416         0.526          0.5693         0.526          15.56          
1618     bat        0.0001208333333 0.4            0.6505         2.33967        0.08187        5.8092         15.56          0.0416         0.5281         0.5695         0.5281         15.56          
1619     bat        0.000125       0.4            0.6505         2.34029        0.08187        5.8095         15.56          0.0416         0.5283         0.5697         0.5283         15.56          
1620     bat        0.0001291666667 0.4            0.6505         2.3409         0.08187        5.8098         15.56          0.04021        0.5132         0.5699         0.5132         15.56          
1621     bat        0.0001333333333 0.4            0.6505         2.34151        0.08187        5.81           15.56          0.04021        0.5151         0.5699         0.5151         15.56          
1622     bat        0.0001375      0.4            0.6505         2.34217        0.08049        5.8103         15.56          0.04021        0.517          0.5699         0.517          15.56          
1623     bat        0.0001416666667 0.4            0.6505         2.34309        0.08049        5.8106         15.56          0.04021        0.5188         0.5699         0.5188         15.56          
1624     bat        0.0001458333333 0.4            0.6505         2.34398        0.08049        5.8109         15.56          0.04021        0.5206         0.5698         0.5206         15.56          
1625     bat        0.00015        0.4            0.6505         2.34487        0.08049        5.8112         15.56          0.04021        0.5224         0.5697         0.5224         15.56          
1626     bat        0.0001         0.41           0.6505         2.33278        0.08326        5.794          15.56          0.0416         0.517          0.5586         0.517          15.56          
1627     bat        0.0001041666667 0.41           0.6505         2.33317        0.08326        5.7942         15.56          0.0416         0.5193         0.5592         0.5193         15.56          
1628     bat        0.0001083333333 0.41           0.6505         2.33359        0.08187        5.7944         15.56          0.0416         0.5216         0.5597         0.5216         15.56          
1629     bat        0.0001125      0.41           0.6505         2.33431        0.08187        5.7946         15.56          0.0416         0.5238         0.5601         0.5238         15.56          
1630     bat        0.0001166666667 0.41           0.6505         2.33668        0.08187        5.7955         15.56          0.0416         0.526          0.5586         0.526          15.56          
1631     bat        0.0001208333333 0.41           0.6505         2.33737        0.08187        5.7957         15.56          0.0416         0.5281         0.5588         0.5281         15.56          
1632     bat        0.000125       0.41           0.6505         2.33805        0.08187        5.796          15.56          0.0416         0.5302         0.5591         0.5302         15.56          
1633     bat        0.0001291666667 0.41           0.6505         2.33872        0.08187        5.7962         15.56          0.0416         0.5323         0.5592         0.5323         15.56          
1634     bat        0.0001333333333 0.41           0.6505         2.33938        0.08187        5.7965         15.56          0.0416         0.5324         0.5593         0.5324         15.56          
1635     bat        0.0001375      0.41           0.6505         2.34004        0.08187        5.7968         15.56          0.04021        0.517          0.5593         0.517          15.56          
1636     bat        0.0001416666667 0.41           0.6505         2.34069        0.08187        5.797          15.56          0.04021        0.5188         0.5593         0.5188         15.56          
1637     bat        0.0001458333333 0.41           0.6505         2.34149        0.08049        5.7973         15.56          0.04021        0.5206         0.5592         0.5206         15.56          
1638     bat        0.00015        0.41           0.6505         2.34243        0.08049        5.7977         15.56          0.04021        0.5224         0.5591         0.5224         15.56          
1639     bat        0.0001         0.42           0.6505         2.32899        0.08326        5.7798         15.56          0.04299        0.5354         0.5495         0.5354         15.56          
1640     bat        0.0001041666667 0.42           0.6505         2.32946        0.08326        5.7799         15.56          0.04299        0.5378         0.5501         0.5378         15.56          
1641     bat        0.0001083333333 0.42           0.6505         2.33147        0.08326        5.7807         15.56          0.0416         0.5216         0.5487         0.5216         15.56          
1642     bat        0.0001125      0.42           0.6505         2.33191        0.08326        5.781          15.56          0.0416         0.5238         0.5492         0.5238         15.56          
1643     bat        0.0001166666667 0.42           0.6505         2.3325         0.08187        5.7812         15.56          0.0416         0.526          0.5495         0.526          15.56          
1644     bat        0.0001208333333 0.42           0.6505         2.33328        0.08187        5.7814         15.56          0.0416         0.5281         0.5499         0.5281         15.56          
1645     bat        0.000125       0.42           0.6505         2.33405        0.08187        5.7817         15.56          0.0416         0.5302         0.5501         0.5302         15.56          
1646     bat        0.0001291666667 0.42           0.6505         2.33644        0.08187        5.7825         15.56          0.0416         0.5323         0.5484         0.5323         15.56          
1647     bat        0.0001333333333 0.42           0.6505         2.33716        0.08187        5.7828         15.56          0.0416         0.5343         0.5485         0.5343         15.56          
1648     bat        0.0001375      0.42           0.6505         2.33787        0.08187        5.7831         15.56          0.0416         0.5362         0.5485         0.5362         15.56          
1649     bat        0.0001416666667 0.42           0.6505         2.33858        0.08187        5.7834         15.56          0.0416         0.5362         0.5485         0.5362         15.56          
1650     bat        0.0001458333333 0.42           0.6505         2.33927        0.08187        5.7837         15.56          0.04021        0.5206         0.5484         0.5206         15.56          
1651     bat        0.00015        0.42           0.6505         2.33995        0.08187        5.784          15.56          0.04021        0.5224         0.5483         0.5224         15.56          
1652     bat        0.0001         0.43           0.6505         2.32645        0.08326        5.7684         5.7684         0              0              0              0              0              
1653     bat        0.0001041666667 0.43           0.6505         2.32698        0.08326        5.7686         5.7686         0              0              0              0              0              
1654     bat        0.0001083333333 0.43           0.6505         2.32752        0.08326        5.7688         5.7688         0              0              0              0              0              
1655     bat        0.0001125      0.43           0.6505         2.32805        0.08326        5.769          5.769          0              0              0              0              0              
1656     bat        0.0001166666667 0.43           0.6505         2.33012        0.08326        5.7699         5.7699         0              0              0              0              0              
1657     bat        0.0001208333333 0.43           0.6505         2.33063        0.08326        5.7701         5.7701         0              0              0              0              0              
1658     bat        0.000125       0.43           0.6505         2.33138        0.08187        5.7704         5.7704         0              0              0              0              0              
1659     bat        0.0001291666667 0.43           0.6505         2.3322         0.08187        5.7706         5.7706         0              0              0              0              0              
1660     bat        0.0001333333333 0.43           0.6505         2.33301        0.08187        5.7709         5.7709         0              0              0              0              0              
1661     bat        0.0001375      0.43           0.6505         2.33382        0.08187        5.7712         5.7712         0              0              0              0              0              
1662     bat        0.0001416666667 0.43           0.6505         2.33461        0.08187        5.7714         5.7714         0              0              0              0              0              
1663     bat        0.0001458333333 0.43           0.6505         2.3354         0.08187        5.7718         5.7718         0              0              0              0              0              
1664     bat        0.00015        0.43           0.6505         2.33617        0.08187        5.7721         5.7721         0              0              0              0              0              
1665     bat        0.0001         0.44           0.6505         2.32125        0.08326        5.7666         5.7666         0              0              0              0              0              
1666     bat        0.0001041666667 0.44           0.6505         2.32187        0.08326        5.7667         5.7667         0              0              0              0              0              
1667     bat        0.0001083333333 0.44           0.6505         2.32421        0.08326        5.7676         5.7676         0              0              0              0              0              
1668     bat        0.0001125      0.44           0.6505         2.3248         0.08326        5.7678         5.7678         0              0              0              0              0              
1669     bat        0.0001166666667 0.44           0.6505         2.3254         0.08326        5.768          5.768          0              0              0              0              0              
1670     bat        0.0001208333333 0.44           0.6505         2.32599        0.08326        5.7683         5.7683         0              0              0              0              0              
1671     bat        0.000125       0.44           0.6505         2.32813        0.08326        5.7691         5.7691         0              0              0              0              0              
1672     bat        0.0001291666667 0.44           0.6505         2.32869        0.08187        5.7694         5.7694         0              0              0              0              0              
1673     bat        0.0001333333333 0.44           0.6505         2.32957        0.08187        5.7697         5.7697         0              0              0              0              0              
1674     bat        0.0001375      0.44           0.6505         2.33043        0.08187        5.7699         5.7699         0              0              0              0              0              
1675     bat        0.0001416666667 0.44           0.6505         2.33129        0.08187        5.7702         5.7702         0              0              0              0              0              
1676     bat        0.0001458333333 0.44           0.6505         2.33214        0.08187        5.7705         5.7705         0              0              0              0              0              
1677     bat        0.00015        0.44           0.6505         2.33297        0.08187        5.7708         5.7708         0              0              0              0              0              
1678     bat        0.0001         0.45           0.6505         2.31641        0.08465        5.7647         5.7647         0              0              0              0              0              
1679     bat        0.0001041666667 0.45           0.6505         2.31834        0.08465        5.7655         5.7655         0              0              0              0              0              
1680     bat        0.0001083333333 0.45           0.6505         2.31897        0.08326        5.7657         5.7657         0              0              0              0              0              
1681     bat        0.0001125      0.45           0.6505         2.31965        0.08326        5.7659         5.7659         0              0              0              0              0              
1682     bat        0.0001166666667 0.45           0.6505         2.32206        0.08326        5.7667         5.7667         0              0              0              0              0              
1683     bat        0.0001208333333 0.45           0.6505         2.32271        0.08326        5.767          5.767          0              0              0              0              0              
1684     bat        0.000125       0.45           0.6505         2.32336        0.08326        5.7672         5.7672         0              0              0              0              0              
1685     bat        0.0001291666667 0.45           0.6505         2.32401        0.08326        5.7675         5.7675         0              0              0              0              0              
1686     bat        0.0001333333333 0.45           0.6505         2.32465        0.08326        5.7678         5.7678         0              0              0              0              0              
1687     bat        0.0001375      0.45           0.6505         2.32528        0.08326        5.7681         5.7681         0              0              0              0              0              
1688     bat        0.0001416666667 0.45           0.6505         2.32603        0.08187        5.7684         5.7684         0              0              0              0              0              
1689     bat        0.0001458333333 0.45           0.6505         2.32698        0.08187        5.7687         5.7687         0              0              0              0              0              
1690     bat        0.00015        0.45           0.6505         2.3279         0.08187        5.769          5.769          0              0              0              0              0              
1691     bat        0.0001         0.33           0.6586666667   2.35514        0.08049        5.8928         15.56          0.04021        0.4985         0.6283         0.4985         15.56          
1692     bat        0.0001041666667 0.33           0.6586666667   2.35565        0.08049        5.8929         15.56          0.03882        0.482          0.5606         0.482          15.56          
1693     bat        0.0001083333333 0.33           0.6586666667   2.35618        0.08049        5.8932         15.56          0.03882        0.4841         0.629          0.4841         15.56          
1694     bat        0.0001125      0.33           0.6586666667   2.35668        0.08049        5.8934         15.56          0.03882        0.4862         0.6293         0.4862         15.56          
1695     bat        0.0001166666667 0.33           0.6586666667   2.35845        0.08049        5.8941         15.56          0.03882        0.4882         0.6275         0.4882         15.56          
1696     bat        0.0001208333333 0.33           0.6586666667   2.35919        0.0791         5.8943         15.56          0.03882        0.4901         0.6276         0.4901         15.56          
1697     bat        0.000125       0.33           0.6586666667   2.35998        0.0791         5.8946         15.56          0.03882        0.4921         0.6276         0.4921         15.56          
1698     bat        0.0001291666667 0.33           0.6586666667   2.36075        0.0791         5.8948         15.56          0.03882        0.4939         0.6276         0.4939         15.56          
1699     bat        0.0001333333333 0.33           0.6586666667   2.3615         0.0791         5.8951         15.56          0.03882        0.4958         0.6275         0.4958         15.56          
1700     bat        0.0001375      0.33           0.6586666667   2.36224        0.0791         5.8954         15.56          0.03882        0.4976         0.6274         0.4976         15.56          
1701     bat        0.0001416666667 0.33           0.6586666667   2.3616         0.0791         5.8951         15.56          0.03882        0.4993         0.6292         0.4993         15.56          
1702     bat        0.0001458333333 0.33           0.6586666667   2.36234        0.0791         5.8954         15.56          0.03743        0.4814         0.561          0.4814         15.56          
1703     bat        0.00015        0.33           0.6586666667   2.36306        0.0791         5.8957         15.56          0.03743        0.4831         0.6287         0.4831         15.56          
1704     bat        0.0001         0.34           0.6586666667   2.35271        0.08049        5.8801         15.56          0.04021        0.4985         0.6187         0.4985         15.56          
1705     bat        0.0001041666667 0.34           0.6586666667   2.35329        0.08049        5.8803         15.56          0.04021        0.5007         0.6192         0.5007         15.56          
1706     bat        0.0001083333333 0.34           0.6586666667   2.35388        0.08049        5.8805         15.56          0.04021        0.5029         0.6195         0.5029         15.56          
1707     bat        0.0001125      0.34           0.6586666667   2.35445        0.08049        5.8807         15.56          0.03882        0.4862         0.5537         0.4862         15.56          
1708     bat        0.0001166666667 0.34           0.6586666667   2.35501        0.08049        5.8809         15.56          0.03882        0.4882         0.6199         0.4882         15.56          
1709     bat        0.0001208333333 0.34           0.6586666667   2.35688        0.08049        5.8817         15.56          0.03882        0.4901         0.6181         0.4901         15.56          
1710     bat        0.000125       0.34           0.6586666667   2.35741        0.0791         5.8819         15.56          0.03882        0.4921         0.6182         0.4921         15.56          
1711     bat        0.0001291666667 0.34           0.6586666667   2.35825        0.0791         5.8822         15.56          0.03882        0.4939         0.6182         0.4939         15.56          
1712     bat        0.0001333333333 0.34           0.6586666667   2.35907        0.0791         5.8824         15.56          0.03882        0.4958         0.6181         0.4958         15.56          
1713     bat        0.0001375      0.34           0.6586666667   2.35987        0.0791         5.8827         15.56          0.03882        0.4976         0.618          0.4976         15.56          
1714     bat        0.0001416666667 0.34           0.6586666667   2.35922        0.0791         5.8825         15.56          0.03882        0.4993         0.6198         0.4993         15.56          
1715     bat        0.0001458333333 0.34           0.6586666667   2.36003        0.0791         5.8828         15.56          0.03882        0.5011         0.6196         0.5011         15.56          
1716     bat        0.00015        0.34           0.6586666667   2.36081        0.0791         5.883          15.56          0.03882        0.5028         0.6194         0.5028         15.56          
1717     bat        0.0001         0.35           0.6586666667   2.35017        0.08049        5.8673         15.56          0.04021        0.4985         0.609          0.4985         15.56          
1718     bat        0.0001041666667 0.35           0.6586666667   2.35081        0.08049        5.8675         15.56          0.04021        0.5007         0.6094         0.5007         15.56          
1719     bat        0.0001083333333 0.35           0.6586666667   2.35146        0.08049        5.8677         15.56          0.04021        0.5029         0.6098         0.5029         15.56          
1720     bat        0.0001125      0.35           0.6586666667   2.3521         0.08049        5.8679         15.56          0.04021        0.505          0.6101         0.505          15.56          
1721     bat        0.0001166666667 0.35           0.6586666667   2.35272        0.08049        5.8681         15.56          0.04021        0.5071         0.6103         0.5071         15.56          
1722     bat        0.0001208333333 0.35           0.6586666667   2.35335        0.08049        5.8684         15.56          0.03882        0.4901         0.5463         0.4901         15.56          
1723     bat        0.000125       0.35           0.6586666667   2.35395        0.08049        5.8686         15.56          0.03882        0.4921         0.6105         0.4921         15.56          
1724     bat        0.0001291666667 0.35           0.6586666667   2.35455        0.08049        5.8689         15.56          0.03882        0.4939         0.6105         0.4939         15.56          
1725     bat        0.0001333333333 0.35           0.6586666667   2.35515        0.08049        5.8691         15.56          0.03882        0.4958         0.6105         0.4958         15.56          
1726     bat        0.0001375      0.35           0.6586666667   2.35584        0.0791         5.8694         15.56          0.03882        0.4976         0.6104         0.4976         15.56          
1727     bat        0.0001416666667 0.35           0.6586666667   2.35673        0.0791         5.8697         15.56          0.03882        0.4993         0.6103         0.4993         15.56          
1728     bat        0.0001458333333 0.35           0.6586666667   2.3576         0.0791         5.87           15.56          0.03882        0.5011         0.6101         0.5011         15.56          
1729     bat        0.00015        0.35           0.6586666667   2.35845        0.0791         5.8703         15.56          0.03882        0.5028         0.6098         0.5028         15.56          
1730     bat        0.0001         0.36           0.6586666667   2.34647        0.08187        5.8539         15.56          0.04021        0.4985         0.6009         0.4985         15.56          
1731     bat        0.0001041666667 0.36           0.6586666667   2.34822        0.08049        5.8546         15.56          0.04021        0.5007         0.5995         0.5007         15.56          
1732     bat        0.0001083333333 0.36           0.6586666667   2.34893        0.08049        5.8548         15.56          0.04021        0.5029         0.5998         0.5029         15.56          
1733     bat        0.0001125      0.36           0.6586666667   2.34962        0.08049        5.855          15.56          0.04021        0.505          0.6001         0.505          15.56          
1734     bat        0.0001166666667 0.36           0.6586666667   2.35032        0.08049        5.8552         15.56          0.04021        0.5071         0.6004         0.5071         15.56          
1735     bat        0.0001208333333 0.36           0.6586666667   2.351          0.08049        5.8555         15.56          0.04021        0.5092         0.6005         0.5092         15.56          
1736     bat        0.000125       0.36           0.6586666667   2.35168        0.08049        5.8557         15.56          0.04021        0.5112         0.6007         0.5112         15.56          
1737     bat        0.0001291666667 0.36           0.6586666667   2.35233        0.08049        5.856          15.56          0.03882        0.4939         0.5384         0.4939         15.56          
1738     bat        0.0001333333333 0.36           0.6586666667   2.35299        0.08049        5.8562         15.56          0.03882        0.4958         0.6007         0.4958         15.56          
1739     bat        0.0001375      0.36           0.6586666667   2.35362        0.08049        5.8565         15.56          0.03882        0.4976         0.6006         0.4976         15.56          
1740     bat        0.0001416666667 0.36           0.6586666667   2.35425        0.08049        5.8568         15.56          0.03882        0.4993         0.6005         0.4993         15.56          
1741     bat        0.0001458333333 0.36           0.6586666667   2.35505        0.0791         5.8571         15.56          0.03882        0.5011         0.6003         0.5011         15.56          
1742     bat        0.00015        0.36           0.6586666667   2.35596        0.0791         5.8574         15.56          0.03882        0.5028         0.6001         0.5028         15.56          
1743     bat        0.0001         0.37           0.6586666667   2.34421        0.08187        5.8408         15.56          0.04021        0.4985         0.5302         0.4985         15.56          
1744     bat        0.0001041666667 0.37           0.6586666667   2.34467        0.08187        5.841          15.56          0.04021        0.5007         0.5912         0.5007         15.56          
1745     bat        0.0001083333333 0.37           0.6586666667   2.3465         0.08187        5.8418         15.56          0.04021        0.5029         0.5897         0.5029         15.56          
1746     bat        0.0001125      0.37           0.6586666667   2.34703        0.08049        5.842          15.56          0.04021        0.505          0.59           0.505          15.56          
1747     bat        0.0001166666667 0.37           0.6586666667   2.34778        0.08049        5.8422         15.56          0.04021        0.5071         0.5903         0.5071         15.56          
1748     bat        0.0001208333333 0.37           0.6586666667   2.34853        0.08049        5.8425         15.56          0.04021        0.5092         0.5905         0.5092         15.56          
1749     bat        0.000125       0.37           0.6586666667   2.34927        0.08049        5.8427         15.56          0.04021        0.5112         0.5906         0.5112         15.56          
1750     bat        0.0001291666667 0.37           0.6586666667   2.35           0.08049        5.843          15.56          0.04021        0.5132         0.5907         0.5132         15.56          
1751     bat        0.0001333333333 0.37           0.6586666667   2.35071        0.08049        5.8432         15.56          0.04021        0.5151         0.5907         0.5151         15.56          
1752     bat        0.0001375      0.37           0.6586666667   2.35141        0.08049        5.8435         15.56          0.03882        0.4976         0.5301         0.4976         15.56          
1753     bat        0.0001416666667 0.37           0.6586666667   2.35211        0.08049        5.8438         15.56          0.03882        0.4993         0.5905         0.4993         15.56          
1754     bat        0.0001458333333 0.37           0.6586666667   2.35278        0.08049        5.8441         15.56          0.03882        0.5011         0.5903         0.5011         15.56          
1755     bat        0.00015        0.37           0.6586666667   2.35344        0.08049        5.8444         15.56          0.03882        0.5028         0.5901         0.5028         15.56          
1756     bat        0.0001         0.38           0.6586666667   2.34184        0.08187        5.8277         15.56          0.0416         0.517          0.5803         0.517          15.56          
1757     bat        0.0001041666667 0.38           0.6586666667   2.34236        0.08187        5.8279         15.56          0.0416         0.5193         0.5808         0.5193         15.56          
1758     bat        0.0001083333333 0.38           0.6586666667   2.34289        0.08187        5.8281         15.56          0.04021        0.5029         0.5229         0.5029         15.56          
1759     bat        0.0001125      0.38           0.6586666667   2.34481        0.08187        5.8289         15.56          0.04021        0.505          0.5797         0.505          15.56          
1760     bat        0.0001166666667 0.38           0.6586666667   2.3453         0.08187        5.8291         15.56          0.04021        0.5071         0.58           0.5071         15.56          
1761     bat        0.0001208333333 0.38           0.6586666667   2.34596        0.08049        5.8293         15.56          0.04021        0.5092         0.5802         0.5092         15.56          
